seq_len,d_model,dtype,batch_size,is_causal,pytorch_forward_ms,pytorch_backward_ms,pytorch_fwd_bwd_ms,flash_forward_ms,flash_backward_ms,flash_fwd_bwd_ms,forward_speedup,backward_speedup,fwd_bwd_speedup
128,16,torch.bfloat16,1,True,0.03133868798613548,0.1314566284418106,0.29039156436920166,0.0062798671424388885,0.12613695859909058,0.2069600522518158,4.990342514469915,1.0421737601873522,1.4031285806589946
128,16,torch.float32,1,True,0.0378425195813179,0.13888078927993774,0.3028075695037842,0.007860434241592884,0.09668644517660141,0.18796223402023315,4.814303945331305,1.4364039243170725,1.6110021839343989
128,32,torch.bfloat16,1,True,0.03136074170470238,0.13434183597564697,0.31405287981033325,0.007056244648993015,0.16855071485042572,0.2969643771648407,4.444395463127517,0.7970410335836535,1.057543947892467
128,32,torch.float32,1,True,0.039896056056022644,0.15119411051273346,0.3204086124897003,0.008988367393612862,0.0981181412935257,0.17249399423599243,4.438632101795572,1.5409394075294205,1.8575059027930154
128,64,torch.bfloat16,1,True,0.031149080023169518,0.12861153483390808,0.2965920567512512,0.007585198152810335,0.11147210001945496,0.19515769183635712,4.106561146544168,1.1537553774573353,1.51975591615394
128,64,torch.float32,1,True,0.04050625488162041,0.14829228818416595,0.33572304248809814,0.015963876619935036,0.10438717901706696,0.17951545119285583,2.5373695779531302,1.4205986748614086,1.8701623746438762
128,128,torch.bfloat16,1,True,0.026719816029071808,0.1283818781375885,0.26963934302330017,0.010598213411867619,0.10165036469697952,0.18835441768169403,2.52116229317968,1.2629750864179958,1.4315530601409734
128,128,torch.float32,1,True,0.03710158169269562,0.13558971881866455,0.32065072655677795,0.028149986639618874,0.10454989969730377,0.20550327003002167,1.3179964227932557,1.2968899942632968,1.5603193394924304
256,16,torch.bfloat16,1,True,0.031656768172979355,0.12361829727888107,0.269610732793808,0.008153480477631092,0.139175683259964,0.18787884712219238,3.8826079561763907,0.8882176425027961,1.4350244155929854
256,16,torch.float32,1,True,0.030894678086042404,0.1331632137298584,0.32851728796958923,0.01014677993953228,0.08371872454881668,0.17163394391536713,3.044776596137208,1.5906025139239963,1.914057793437302
256,32,torch.bfloat16,1,True,0.030031142756342888,0.12507617473602295,0.2665477991104126,0.008993723429739475,0.09014541655778885,0.1900406926870346,3.3391223324745725,1.3874934468336646,1.4025827592060636
256,32,torch.float32,1,True,0.03273427113890648,0.13781782984733582,0.33141952753067017,0.013017655350267887,0.08570566773414612,0.1634223610162735,2.5146057610315244,1.608036358515268,2.0279937547693834
256,64,torch.bfloat16,1,True,0.02752642147243023,0.11698289960622787,0.2503199577331543,0.009396934881806374,0.09637883305549622,0.1684274822473526,2.9292978847522697,1.213782071202995,1.486218011414161
256,64,torch.float32,1,True,0.033815961331129074,0.13282087445259094,0.30583393573760986,0.026170361787080765,0.10263058543205261,0.18585896492004395,1.2921472620918304,1.2941646380895493,1.6455161894890507
256,128,torch.bfloat16,1,True,0.02786507084965706,0.10540880262851715,0.26886099576950073,0.014214001595973969,0.15600812435150146,0.21622858941555023,1.9603959280228078,0.6756622648127022,1.243410949940579
256,128,torch.float32,1,True,0.061593178659677505,0.1567176729440689,0.45440199971199036,0.04722173139452934,0.09085766226053238,0.18478958308696747,1.304339693627013,1.724870187554291,2.4590238915044
512,16,torch.bfloat16,1,True,0.03202293440699577,0.11736626923084259,0.2617437541484833,0.010563562624156475,0.10164441913366318,0.18874168395996094,3.0314521290162633,1.154674995746742,1.3867829758476076
512,16,torch.float32,1,True,0.03623291477560997,0.13097050786018372,0.3027716875076294,0.016034869477152824,0.09049168974161148,0.16763360798358917,2.259632660386553,1.4473208339257981,1.8061514701590735
512,32,torch.bfloat16,1,True,0.03224407136440277,0.11194907128810883,0.24658086895942688,0.013555866666138172,0.10399603098630905,0.18892475962638855,2.3786064114179237,1.076474459903636,1.3051802709557878
512,32,torch.float32,1,True,0.03654154762625694,0.12701831758022308,0.2932005226612091,0.022304894402623177,0.08871221542358398,0.1808810830116272,1.6382748542382455,1.4318018885418962,1.6209573592743356
512,64,torch.bfloat16,1,True,0.03278472647070885,0.12231450527906418,0.2641986012458801,0.013228321447968483,0.09989088028669357,0.17076429724693298,2.4783738889066464,1.2244812031690309,1.5471536234757366
512,64,torch.float32,1,True,0.03816349059343338,0.129410982131958,0.2967350482940674,0.04857295751571655,0.1043289452791214,0.18288934230804443,0.7856941916926713,1.2404130204300656,1.6224840909224234
512,128,torch.bfloat16,1,True,0.03358902409672737,0.12446848303079605,0.27182283997535706,0.0226395633071661,0.17940424382686615,0.29276007413864136,1.483642755869564,0.6937878412224976,0.9284833007885867
512,128,torch.float32,1,True,0.04041657969355583,0.19701892137527466,0.4168638586997986,0.0876653641462326,0.17720413208007812,0.28320199251174927,0.46103247373886286,1.111819002540202,1.471966545865683
1024,16,torch.bfloat16,1,True,0.04463529586791992,0.18492799997329712,0.37488657236099243,0.0165780708193779,0.17195038497447968,0.2910749912261963,2.692430039311105,1.075473020899276,1.2879381041350462
1024,16,torch.float32,1,True,0.05399254709482193,0.14916671812534332,0.342261403799057,0.025783631950616837,0.10064885020256042,0.18266522884368896,2.09406289999149,1.4820508910448402,1.8737085649285685
1024,32,torch.bfloat16,1,True,0.044605743139982224,0.12899041175842285,0.2950230538845062,0.021407045423984528,0.11077988147735596,0.18640369176864624,2.0836945153582844,1.1643848146270965,1.5827103588198899
1024,32,torch.float32,1,True,0.05410464480519295,0.16163216531276703,0.34078675508499146,0.036921244114637375,0.11248359829187393,0.22411935031414032,1.4654068708303152,1.4369398540519813,1.5205592672266919
1024,64,torch.bfloat16,1,True,0.044784557074308395,0.12945841252803802,0.3006010949611664,0.020571380853652954,0.11321461200714111,0.2044721394777298,2.177032129875511,1.1434779507072137,1.470132291514006
1024,64,torch.float32,1,True,0.05251573026180267,0.1347249150276184,0.3373197913169861,0.08464892208576202,0.15964584052562714,0.22606755793094635,0.6203945539743126,0.8438986858914855,1.4921194106941358
